Timestamp,OS,Arch,CPU,hostd Version,Upload Speed,Download Speed,Append Sector P99,Read Sector P99,Read Sector TTFB
2024-11-02T03:10:13Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,691.5105 Mbps,1762.1297 Mbps,58 ms,24 ms,18 ms
2024-11-02T06:07:31Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,715.5820 Mbps,1863.3446 Mbps,52 ms,22 ms,16 ms
2024-11-02T09:06:28Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,706.1403 Mbps,1829.0191 Mbps,57 ms,23 ms,16 ms
2024-11-02T12:08:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,707.7589 Mbps,1835.8882 Mbps,55 ms,23 ms,17 ms
2024-11-02T15:07:11Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,702.3170 Mbps,1784.9637 Mbps,59 ms,30 ms,23 ms
2024-11-02T18:07:11Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,696.7566 Mbps,1823.7869 Mbps,59 ms,23 ms,16 ms
2024-11-02T21:06:53Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,680.5258 Mbps,1835.4397 Mbps,59 ms,23 ms,16 ms
2024-11-03T00:22:38Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,700.1306 Mbps,1783.4662 Mbps,57 ms,25 ms,19 ms
2024-11-03T03:14:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,693.6804 Mbps,1757.4911 Mbps,58 ms,27 ms,20 ms
2024-11-03T06:08:04Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,694.0618 Mbps,1749.8570 Mbps,59 ms,26 ms,20 ms
2024-11-03T09:07:22Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,694.8044 Mbps,1674.5205 Mbps,62 ms,29 ms,23 ms
2024-11-03T12:08:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,689.2783 Mbps,1744.6065 Mbps,56 ms,27 ms,21 ms
2024-11-03T15:06:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,694.9402 Mbps,1802.7397 Mbps,57 ms,28 ms,21 ms
2024-11-03T18:07:31Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,684.6365 Mbps,1794.9100 Mbps,60 ms,25 ms,19 ms
2024-11-03T21:06:39Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,688.3506 Mbps,1734.6702 Mbps,59 ms,28 ms,22 ms
2024-11-04T00:21:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,675.4083 Mbps,1712.2527 Mbps,62 ms,27 ms,20 ms
2024-11-04T03:14:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,692.4108 Mbps,1831.3187 Mbps,58 ms,25 ms,18 ms
2024-11-04T06:08:51Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,690.2822 Mbps,1779.3291 Mbps,58 ms,25 ms,18 ms
2024-11-04T09:07:47Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,664.8344 Mbps,1773.4345 Mbps,61 ms,28 ms,21 ms
2024-11-04T12:09:52Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,687.4439 Mbps,1816.3907 Mbps,56 ms,23 ms,16 ms
2024-11-04T15:06:56Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,695.0475 Mbps,1835.4077 Mbps,55 ms,24 ms,17 ms
2024-11-04T18:07:52Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,695.1137 Mbps,1806.1038 Mbps,59 ms,26 ms,20 ms
2024-11-04T21:07:23Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,689.3154 Mbps,1809.8525 Mbps,73 ms,24 ms,17 ms
2024-11-05T00:20:40Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,668.0260 Mbps,1739.7859 Mbps,62 ms,25 ms,19 ms
2024-11-05T03:09:27Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,689.9564 Mbps,1746.3272 Mbps,59 ms,27 ms,21 ms
2024-11-05T06:08:18Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,699.5904 Mbps,1791.4824 Mbps,58 ms,27 ms,20 ms
2024-11-05T09:07:14Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,696.6768 Mbps,1844.4969 Mbps,58 ms,24 ms,18 ms
2024-11-05T12:10:05Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,689.2984 Mbps,1827.0694 Mbps,59 ms,23 ms,16 ms
2024-11-05T15:07:26Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,700.2886 Mbps,1790.3862 Mbps,57 ms,24 ms,18 ms
2024-11-05T18:07:39Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,707.0109 Mbps,1830.8915 Mbps,57 ms,24 ms,17 ms
2024-11-05T21:06:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,708.7381 Mbps,1843.5274 Mbps,61 ms,23 ms,17 ms
2024-11-06T00:20:33Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,691.6537 Mbps,1798.3026 Mbps,56 ms,25 ms,19 ms
2024-11-06T03:09:10Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,708.8513 Mbps,1813.0276 Mbps,55 ms,22 ms,16 ms
2024-11-06T06:08:24Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,692.9543 Mbps,1816.6844 Mbps,58 ms,23 ms,17 ms
2024-11-06T09:08:02Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,705.9806 Mbps,1791.6828 Mbps,58 ms,26 ms,19 ms
2024-11-06T12:09:54Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,695.4003 Mbps,1779.2442 Mbps,58 ms,24 ms,18 ms
2024-11-06T15:06:51Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,686.8930 Mbps,1778.9265 Mbps,60 ms,26 ms,20 ms
2024-11-06T18:08:09Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,691.8412 Mbps,1776.4209 Mbps,58 ms,24 ms,18 ms
2024-11-06T21:06:56Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,701.0598 Mbps,1776.6448 Mbps,58 ms,26 ms,19 ms
2024-11-07T00:20:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,686.2880 Mbps,1828.4706 Mbps,60 ms,24 ms,17 ms
2024-11-07T03:11:08Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,699.5820 Mbps,1800.7670 Mbps,59 ms,25 ms,18 ms
2024-11-07T06:08:17Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,695.8080 Mbps,1778.8544 Mbps,59 ms,27 ms,20 ms
2024-11-07T09:06:55Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,678.0600 Mbps,1795.8144 Mbps,60 ms,25 ms,18 ms
2024-11-07T12:09:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,685.7018 Mbps,1815.8851 Mbps,60 ms,24 ms,17 ms
2024-11-07T15:09:22Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,690.0346 Mbps,1795.6402 Mbps,58 ms,24 ms,17 ms
2024-11-07T18:07:47Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,711.3526 Mbps,1797.3810 Mbps,55 ms,25 ms,18 ms
2024-11-07T21:06:29Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,720.4523 Mbps,1820.7659 Mbps,54 ms,25 ms,18 ms
2024-11-08T00:20:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,696.5570 Mbps,1674.5551 Mbps,56 ms,27 ms,20 ms
2024-11-08T03:09:52Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,714.8761 Mbps,1790.1425 Mbps,55 ms,25 ms,19 ms
2024-11-08T06:08:05Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,709.4723 Mbps,1801.0228 Mbps,53 ms,23 ms,16 ms
2024-11-08T09:07:07Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,703.4682 Mbps,1819.1845 Mbps,56 ms,23 ms,16 ms
2024-11-08T19:30:25Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,706.5401 Mbps,1850.9314 Mbps,58 ms,21 ms,14 ms
2024-11-08T21:06:39Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,716.4708 Mbps,1832.5950 Mbps,54 ms,24 ms,17 ms
2024-11-09T00:20:21Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,722.4572 Mbps,1806.7852 Mbps,55 ms,26 ms,19 ms
2024-11-09T03:09:02Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,718.7426 Mbps,1805.8143 Mbps,53 ms,26 ms,19 ms
2024-11-09T06:07:26Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,719.3758 Mbps,1835.2733 Mbps,56 ms,25 ms,19 ms
2024-11-09T09:06:29Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,727.5888 Mbps,1863.4818 Mbps,53 ms,22 ms,15 ms
2024-11-09T12:08:25Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,693.8580 Mbps,1802.8399 Mbps,57 ms,24 ms,17 ms
2024-11-09T15:06:38Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,701.3386 Mbps,1744.0638 Mbps,55 ms,25 ms,18 ms
2024-11-09T18:07:09Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,711.4203 Mbps,1812.2006 Mbps,58 ms,27 ms,20 ms
2024-11-09T21:06:35Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,697.3669 Mbps,1797.1594 Mbps,57 ms,27 ms,20 ms
2024-11-10T00:22:00Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,706.0631 Mbps,1797.4701 Mbps,58 ms,25 ms,18 ms
2024-11-10T03:11:13Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,706.2641 Mbps,1708.5338 Mbps,58 ms,29 ms,22 ms
2024-11-10T06:07:33Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,729.1025 Mbps,1813.0573 Mbps,52 ms,24 ms,17 ms
2024-11-10T09:06:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,712.3891 Mbps,1810.9608 Mbps,56 ms,26 ms,20 ms
2024-11-10T12:08:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,725.7824 Mbps,1827.0938 Mbps,53 ms,24 ms,17 ms
2024-11-10T15:06:24Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,704.8415 Mbps,1833.5218 Mbps,55 ms,23 ms,16 ms
2024-11-10T18:06:54Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,713.6639 Mbps,1794.3473 Mbps,56 ms,27 ms,21 ms
2024-11-10T21:06:23Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,702.7431 Mbps,1775.8368 Mbps,60 ms,27 ms,20 ms
2024-11-11T00:21:11Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,712.1063 Mbps,1855.7103 Mbps,55 ms,21 ms,15 ms
2024-11-11T03:10:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,716.1384 Mbps,1757.3263 Mbps,57 ms,27 ms,20 ms
2024-11-11T06:08:25Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,721.0615 Mbps,1757.6776 Mbps,55 ms,27 ms,20 ms
2024-11-11T09:07:23Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,716.0734 Mbps,1730.3017 Mbps,57 ms,28 ms,22 ms
2024-11-11T12:09:43Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,720.0970 Mbps,1799.4249 Mbps,54 ms,24 ms,17 ms
2024-11-11T15:06:46Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,691.0782 Mbps,1774.0006 Mbps,64 ms,26 ms,19 ms
2024-11-11T18:07:45Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,700.6484 Mbps,1829.8714 Mbps,58 ms,26 ms,19 ms
2024-11-11T21:06:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,712.3109 Mbps,1821.9814 Mbps,56 ms,27 ms,20 ms
2024-11-12T00:20:23Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,732.7854 Mbps,1811.6673 Mbps,53 ms,25 ms,19 ms
2024-11-12T03:08:24Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,721.4255 Mbps,1839.0761 Mbps,51 ms,22 ms,16 ms
2024-11-12T06:08:22Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,711.7249 Mbps,1813.4183 Mbps,57 ms,23 ms,17 ms
2024-11-12T09:07:22Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,706.2248 Mbps,1824.8595 Mbps,56 ms,26 ms,19 ms
2024-11-12T12:09:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,726.8031 Mbps,1830.4758 Mbps,53 ms,23 ms,16 ms
2024-11-12T15:06:57Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,709.7067 Mbps,1770.9482 Mbps,53 ms,24 ms,17 ms
2024-11-12T18:08:15Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,705.6192 Mbps,1767.5532 Mbps,53 ms,30 ms,23 ms
2024-11-12T21:06:21Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,710.8302 Mbps,1806.6346 Mbps,56 ms,25 ms,19 ms
2024-11-13T00:20:41Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,716.1210 Mbps,1761.8408 Mbps,56 ms,27 ms,20 ms
2024-11-13T03:10:21Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,718.8851 Mbps,1818.3461 Mbps,57 ms,25 ms,18 ms
2024-11-13T06:08:25Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,712.6468 Mbps,1786.2319 Mbps,53 ms,26 ms,19 ms
2024-11-13T09:07:16Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,714.9639 Mbps,1817.8712 Mbps,55 ms,23 ms,16 ms
2024-11-13T12:09:38Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,722.9380 Mbps,1835.1716 Mbps,56 ms,23 ms,16 ms
2024-11-13T15:07:01Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,702.7934 Mbps,1769.0212 Mbps,59 ms,26 ms,20 ms
2024-11-13T18:07:53Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,707.7562 Mbps,1829.4961 Mbps,53 ms,23 ms,16 ms
2024-11-13T21:06:35Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,706.4664 Mbps,1769.9365 Mbps,58 ms,27 ms,20 ms
2024-11-14T00:20:38Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,713.6308 Mbps,1826.9123 Mbps,56 ms,24 ms,18 ms
2024-11-14T03:10:52Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,693.4370 Mbps,1807.4335 Mbps,58 ms,25 ms,18 ms
2024-11-14T06:08:35Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,694.8785 Mbps,1788.8713 Mbps,59 ms,24 ms,17 ms
2024-11-14T09:06:59Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,715.6673 Mbps,1787.9440 Mbps,54 ms,28 ms,21 ms
2024-11-14T12:09:59Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,707.9484 Mbps,1774.5460 Mbps,59 ms,26 ms,19 ms
2024-11-14T15:07:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,698.7900 Mbps,1796.0073 Mbps,58 ms,25 ms,19 ms
2024-11-14T18:07:59Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,700.9090 Mbps,1845.7127 Mbps,55 ms,23 ms,17 ms
2024-11-14T21:06:23Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,721.9558 Mbps,1772.5015 Mbps,51 ms,25 ms,19 ms
2024-11-15T00:22:05Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,721.8692 Mbps,1827.7118 Mbps,58 ms,23 ms,17 ms
2024-11-15T03:16:09Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,692.3158 Mbps,1789.5643 Mbps,60 ms,28 ms,21 ms
2024-11-15T06:09:08Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,713.4902 Mbps,1754.9600 Mbps,55 ms,28 ms,21 ms
2024-11-15T09:07:12Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,700.9372 Mbps,1742.1126 Mbps,57 ms,28 ms,21 ms
2024-11-15T12:09:51Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,707.6038 Mbps,1811.6610 Mbps,53 ms,26 ms,20 ms
2024-11-15T15:07:06Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,689.6812 Mbps,1794.5343 Mbps,66 ms,25 ms,19 ms
2024-11-15T18:08:13Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,710.8500 Mbps,1816.0445 Mbps,54 ms,25 ms,17 ms
2024-11-15T21:06:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,696.0281 Mbps,1828.2665 Mbps,57 ms,23 ms,17 ms
2024-11-16T00:21:26Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,727.1345 Mbps,1846.0341 Mbps,51 ms,22 ms,16 ms
