Timestamp,OS,Arch,CPU,hostd Version,renterd Version,Upload Speed,Download Speed,TTFB
2025-09-24T12:20:14Z,linux,amd64,AMD EPYC,v2.4.2-0.20250923124049-3de12a70f18c,v2.7.0-beta.1.0.20250924080226-030f0dae206c,952.3162 Mbps,534.2763 Mbps,93 ms
2025-09-24T15:14:29Z,linux,amd64,AMD EPYC,v2.4.2-0.20250924145022-35e676fdfac2,v2.7.0-beta.1.0.20250924080226-030f0dae206c,922.9383 Mbps,527.6936 Mbps,81 ms
2025-09-24T18:16:44Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,924.9376 Mbps,556.4556 Mbps,89 ms
2025-09-24T21:13:05Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1056.4239 Mbps,642.0643 Mbps,79 ms
2025-09-25T00:34:13Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1164.8020 Mbps,550.9713 Mbps,86 ms
2025-09-25T03:32:55Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1164.1130 Mbps,510.4740 Mbps,104 ms
2025-09-25T06:17:34Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1007.3787 Mbps,554.4478 Mbps,96 ms
2025-09-25T09:14:34Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1201.7211 Mbps,537.8996 Mbps,80 ms
2025-09-25T12:19:15Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1062.3305 Mbps,568.0723 Mbps,128 ms
2025-09-25T15:13:56Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,967.3092 Mbps,612.2261 Mbps,85 ms
2025-09-25T18:16:15Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1121.9728 Mbps,756.1231 Mbps,75 ms
2025-09-25T21:13:30Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,850.2159 Mbps,552.8838 Mbps,90 ms
2025-09-26T00:33:44Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,828.1380 Mbps,480.2544 Mbps,110 ms
2025-09-26T03:26:14Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,809.9608 Mbps,523.1066 Mbps,113 ms
2025-09-26T06:16:54Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,790.1725 Mbps,527.4628 Mbps,98 ms
2025-09-26T09:14:51Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,912.2924 Mbps,518.4537 Mbps,92 ms
2025-09-26T12:18:53Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,999.8972 Mbps,471.2243 Mbps,127 ms
2025-09-26T15:13:49Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,865.2055 Mbps,522.9324 Mbps,120 ms
2025-09-26T18:14:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,947.6171 Mbps,476.9688 Mbps,132 ms
2025-09-26T21:12:45Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,938.1465 Mbps,548.8422 Mbps,137 ms
2025-09-27T00:33:01Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1043.9084 Mbps,647.3622 Mbps,107 ms
2025-09-27T06:15:15Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1059.2729 Mbps,486.6228 Mbps,159 ms
2025-09-27T09:13:40Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1165.2247 Mbps,530.6067 Mbps,89 ms
2025-09-27T12:17:18Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,838.6858 Mbps,517.0431 Mbps,247 ms
2025-09-27T15:13:43Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1154.2459 Mbps,530.6112 Mbps,79 ms
2025-09-27T18:15:24Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1017.0813 Mbps,534.8293 Mbps,80 ms
2025-09-27T21:13:11Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,923.5564 Mbps,529.3813 Mbps,92 ms
2025-09-28T00:37:35Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,994.7073 Mbps,526.7642 Mbps,119 ms
2025-09-28T03:30:45Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,957.7987 Mbps,520.1327 Mbps,102 ms
2025-09-28T06:15:53Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1012.2039 Mbps,549.1003 Mbps,92 ms
2025-09-28T09:13:45Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1008.6759 Mbps,532.8095 Mbps,102 ms
2025-09-28T12:17:27Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,881.2229 Mbps,472.9270 Mbps,88 ms
2025-09-28T15:13:36Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,897.7053 Mbps,539.4986 Mbps,95 ms
2025-09-28T18:15:42Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1129.1764 Mbps,549.0915 Mbps,95 ms
2025-09-28T21:13:35Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,925.6148 Mbps,535.8899 Mbps,157 ms
2025-09-29T00:35:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1002.1113 Mbps,531.5077 Mbps,87 ms
2025-09-29T03:30:04Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,976.0490 Mbps,559.5630 Mbps,82 ms
2025-09-29T06:17:42Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0-beta.1.0.20250924080226-030f0dae206c,1072.8641 Mbps,544.6082 Mbps,75 ms
2025-09-29T09:15:29Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1386.2240 Mbps,864.9649 Mbps,79 ms
2025-09-29T12:19:16Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1026.1087 Mbps,516.2992 Mbps,98 ms
2025-09-29T15:13:33Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1055.6936 Mbps,818.4249 Mbps,65 ms
2025-09-29T18:16:26Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1066.8466 Mbps,616.4901 Mbps,80 ms
2025-09-29T21:13:04Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1169.1231 Mbps,718.8958 Mbps,88 ms
2025-09-30T00:34:52Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1069.8634 Mbps,551.6335 Mbps,97 ms
2025-09-30T03:24:44Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,977.0639 Mbps,556.1355 Mbps,75 ms
2025-09-30T06:17:16Z,linux,amd64,AMD EPYC,v2.4.2-beta.1,v2.7.0,1015.1692 Mbps,533.5118 Mbps,124 ms
2025-09-30T09:15:00Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930074908-2a9f8113a587,v2.7.1-0.20250930074214-e72fe1d692fa,1066.8532 Mbps,527.5696 Mbps,92 ms
2025-09-30T12:19:47Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930074908-2a9f8113a587,v2.7.1-0.20250930074214-e72fe1d692fa,968.4240 Mbps,545.3323 Mbps,120 ms
2025-09-30T15:13:26Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930074908-2a9f8113a587,v2.7.1-0.20250930074214-e72fe1d692fa,914.3162 Mbps,526.8697 Mbps,89 ms
2025-09-30T18:16:06Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,987.6863 Mbps,584.8098 Mbps,72 ms
2025-09-30T21:13:20Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,954.6591 Mbps,486.6696 Mbps,83 ms
2025-10-01T00:38:00Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,973.9203 Mbps,593.9593 Mbps,82 ms
2025-10-01T03:33:21Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,826.2967 Mbps,489.3056 Mbps,91 ms
2025-10-01T06:17:11Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,906.0824 Mbps,498.0350 Mbps,115 ms
2025-10-01T12:19:33Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,962.4161 Mbps,464.2376 Mbps,90 ms
2025-10-01T15:13:14Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,1165.5534 Mbps,730.9582 Mbps,91 ms
2025-10-01T18:16:54Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,1007.5127 Mbps,553.3904 Mbps,120 ms
2025-10-02T00:32:38Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,1085.3510 Mbps,491.6931 Mbps,74 ms
2025-10-02T03:22:47Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,852.1603 Mbps,582.0426 Mbps,119 ms
2025-10-02T06:16:56Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,1112.4401 Mbps,482.9488 Mbps,79 ms
2025-10-02T09:14:19Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20250930164803-4f5b85129c22,v2.7.1-0.20250930074214-e72fe1d692fa,950.6613 Mbps,465.2932 Mbps,94 ms
2025-10-02T12:18:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,942.1237 Mbps,479.4984 Mbps,90 ms
2025-10-02T15:13:52Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,921.2312 Mbps,575.2692 Mbps,105 ms
2025-10-02T18:15:54Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,966.5475 Mbps,626.9658 Mbps,88 ms
2025-10-02T21:13:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1020.7419 Mbps,482.4294 Mbps,64 ms
2025-10-03T00:33:58Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1085.0072 Mbps,582.2969 Mbps,141 ms
2025-10-03T03:22:45Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,874.9613 Mbps,509.0127 Mbps,88 ms
2025-10-03T06:16:20Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,895.8030 Mbps,452.7095 Mbps,88 ms
2025-10-03T09:14:10Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,862.9949 Mbps,423.3284 Mbps,122 ms
2025-10-03T12:18:32Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1152.3062 Mbps,566.8495 Mbps,105 ms
2025-10-03T15:13:22Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1048.6891 Mbps,580.8050 Mbps,71 ms
2025-10-03T18:16:30Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1122.8266 Mbps,598.5418 Mbps,107 ms
2025-10-03T21:12:56Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1030.0374 Mbps,526.2382 Mbps,88 ms
2025-10-04T00:32:09Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1030.4225 Mbps,531.4064 Mbps,99 ms
2025-10-04T03:20:12Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1011.2391 Mbps,470.7030 Mbps,85 ms
2025-10-04T06:15:27Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,879.5479 Mbps,474.8432 Mbps,98 ms
2025-10-04T09:13:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1109.0050 Mbps,503.6615 Mbps,76 ms
2025-10-04T12:17:09Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1063.8269 Mbps,586.2372 Mbps,92 ms
2025-10-04T15:12:51Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,946.4276 Mbps,470.5229 Mbps,85 ms
2025-10-04T18:15:21Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,928.9895 Mbps,472.5315 Mbps,90 ms
2025-10-05T00:37:04Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1160.9176 Mbps,608.2303 Mbps,106 ms
2025-10-05T03:29:05Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,903.1599 Mbps,464.4114 Mbps,73 ms
2025-10-05T06:16:04Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,997.3197 Mbps,465.0233 Mbps,109 ms
2025-10-05T09:13:23Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1000.5524 Mbps,466.8087 Mbps,87 ms
2025-10-05T12:16:48Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1035.3451 Mbps,523.2381 Mbps,78 ms
2025-10-05T15:13:25Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,926.8655 Mbps,523.4200 Mbps,84 ms
2025-10-05T18:15:06Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,916.2748 Mbps,482.4836 Mbps,88 ms
2025-10-05T21:13:12Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,984.7729 Mbps,476.5089 Mbps,88 ms
2025-10-06T00:34:34Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,981.5176 Mbps,489.2725 Mbps,95 ms
2025-10-06T03:28:33Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,896.9292 Mbps,433.4743 Mbps,91 ms
2025-10-06T06:18:05Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,974.3027 Mbps,505.2082 Mbps,102 ms
2025-10-06T09:15:47Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,780.1633 Mbps,395.3894 Mbps,89 ms
2025-10-06T12:18:46Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,989.6858 Mbps,552.9232 Mbps,86 ms
2025-10-06T15:14:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,916.5960 Mbps,453.9902 Mbps,98 ms
2025-10-06T18:16:51Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,797.6860 Mbps,446.9038 Mbps,82 ms
2025-10-06T21:13:00Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1065.8082 Mbps,586.2622 Mbps,99 ms
2025-10-07T00:34:33Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,883.6212 Mbps,430.5221 Mbps,145 ms
2025-10-07T03:24:18Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1081.2333 Mbps,492.2607 Mbps,98 ms
2025-10-07T06:20:45Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,1073.4211 Mbps,520.1150 Mbps,95 ms
2025-10-07T09:14:49Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,906.5062 Mbps,519.9333 Mbps,87 ms
2025-10-07T12:19:44Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,842.7629 Mbps,538.1219 Mbps,89 ms
2025-10-07T15:14:12Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20250930074214-e72fe1d692fa,963.9542 Mbps,474.0490 Mbps,80 ms
2025-10-08T00:39:08Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20251007191002-4875f3aca3be,852.5268 Mbps,528.9980 Mbps,82 ms
2025-10-08T12:21:45Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20251007191002-4875f3aca3be,1081.9242 Mbps,563.6639 Mbps,106 ms
2025-10-09T12:21:02Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20251007191002-4875f3aca3be,838.2041 Mbps,469.3777 Mbps,70 ms
2025-10-10T00:39:31Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20251007191002-4875f3aca3be,988.5141 Mbps,548.0053 Mbps,120 ms
2025-10-10T12:20:36Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251002120347-b507664e8784,v2.7.1-0.20251007191002-4875f3aca3be,975.4460 Mbps,468.4158 Mbps,112 ms
2025-10-11T00:37:53Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251010200953-a1b506f669e0,v2.7.1-0.20251010200756-61536b39ab64,823.4961 Mbps,425.8084 Mbps,149 ms
2025-10-11T12:19:23Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251010200953-a1b506f669e0,v2.7.1-0.20251010200756-61536b39ab64,782.6307 Mbps,494.8801 Mbps,102 ms
2025-10-12T00:40:51Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251010200953-a1b506f669e0,v2.7.1-0.20251010200756-61536b39ab64,1013.5670 Mbps,599.8970 Mbps,69 ms
2025-10-12T12:18:17Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251010200953-a1b506f669e0,v2.7.1-0.20251010200756-61536b39ab64,965.6569 Mbps,704.9469 Mbps,72 ms
2025-10-14T00:38:55Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251010200953-a1b506f669e0,v2.7.1-0.20251010200756-61536b39ab64,1187.3667 Mbps,564.5702 Mbps,84 ms
2025-10-14T12:21:51Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251014074254-721be4a0d1d1,v2.7.1-0.20251010200756-61536b39ab64,980.3164 Mbps,489.3900 Mbps,87 ms
2025-10-15T00:40:40Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251014074254-721be4a0d1d1,v2.7.1-0.20251010200756-61536b39ab64,732.8595 Mbps,480.7912 Mbps,83 ms
2025-10-15T12:22:13Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251014074254-721be4a0d1d1,v2.7.1-0.20251010200756-61536b39ab64,822.7078 Mbps,553.4364 Mbps,122 ms
2025-10-15T18:48:29Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251014074254-721be4a0d1d1,v2.7.1-0.20251015183743-83417b3c794a,1014.3091 Mbps,627.0066 Mbps,79 ms
2025-10-16T00:39:55Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251014074254-721be4a0d1d1,v2.7.1-0.20251015183743-83417b3c794a,942.2357 Mbps,540.6910 Mbps,105 ms
2025-10-16T12:20:34Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251014074254-721be4a0d1d1,v2.7.1-0.20251015183743-83417b3c794a,1092.6332 Mbps,598.5575 Mbps,90 ms
2025-10-17T00:39:52Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,1055.7344 Mbps,551.4991 Mbps,85 ms
2025-10-17T12:19:56Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,944.7635 Mbps,488.3417 Mbps,114 ms
2025-10-18T00:37:20Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,976.9799 Mbps,700.8262 Mbps,112 ms
2025-10-18T12:18:54Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,759.5752 Mbps,488.2740 Mbps,162 ms
2025-10-19T00:44:04Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,837.3121 Mbps,464.0163 Mbps,89 ms
2025-10-19T12:19:37Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,885.1903 Mbps,454.3752 Mbps,106 ms
2025-10-20T00:42:27Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251015183743-83417b3c794a,960.4973 Mbps,572.2617 Mbps,118 ms
2025-10-20T12:20:50Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251016205459-b0bb7740059c,v2.7.1-0.20251020090958-5e4f6f12f6b7,1026.1560 Mbps,581.1186 Mbps,81 ms
2025-10-21T00:40:43Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251020223608-f895e02126a7,v2.7.1-0.20251020090958-5e4f6f12f6b7,884.6211 Mbps,564.3825 Mbps,96 ms
2025-10-21T12:21:15Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251020223608-f895e02126a7,v2.7.1-0.20251020090958-5e4f6f12f6b7,950.3345 Mbps,452.4352 Mbps,107 ms
2025-10-22T00:41:57Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251020223608-f895e02126a7,v2.7.1-0.20251020090958-5e4f6f12f6b7,953.6595 Mbps,442.8641 Mbps,103 ms
2025-10-22T12:20:56Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251020223608-f895e02126a7,v2.7.1-0.20251020090958-5e4f6f12f6b7,1037.3520 Mbps,562.3936 Mbps,77 ms
2025-10-23T00:40:00Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251022192327-ad3836aae524,v2.7.1-0.20251020090958-5e4f6f12f6b7,857.9934 Mbps,525.2197 Mbps,116 ms
2025-10-23T12:21:11Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251023075916-cb4605d68b38,v2.7.1-0.20251020090958-5e4f6f12f6b7,960.9113 Mbps,468.3590 Mbps,70 ms
2025-10-24T00:37:56Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251023075916-cb4605d68b38,v2.7.1-0.20251020090958-5e4f6f12f6b7,887.7334 Mbps,552.8304 Mbps,115 ms
2025-10-24T12:21:39Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251023075916-cb4605d68b38,v2.7.1-0.20251020090958-5e4f6f12f6b7,1027.0510 Mbps,522.5616 Mbps,115 ms
2025-10-25T00:39:41Z,linux,amd64,AMD EPYC,v2.4.2-beta.1.0.20251023075916-cb4605d68b38,v2.7.1-0.20251020090958-5e4f6f12f6b7,832.3569 Mbps,552.8278 Mbps,87 ms
